gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Wfdc17",122.6055464,2.513612291,0.577251554,4.354448718,1.33E-05,0.00309945
"	Cmya5",66.71841298,1.467187887,0.338138343,4.339016606,1.43E-05,0.003272489
"	Chrna1os",27.7194226,2.484371359,0.576942246,4.306100613,1.66E-05,0.003739842
"	Epb41l3",10.53540235,3.160310698,0.734573103,4.302241238,1.69E-05,0.003747052
"	Klrb1f",530.1177398,1.359171633,0.316357421,4.296316576,1.74E-05,0.003790251
"	Grb7",49.56723431,2.081853798,0.487197178,4.273123679,1.93E-05,0.0041442
"	Rhpn1",11.90166743,3.014685442,0.706813986,4.265175142,2.00E-05,0.004231372
"	S100a6",36165.6957,-0.839815539,0.197224806,-4.25816384,2.06E-05,0.00430298
"	Gm28809",241.5133468,1.40370779,0.332298817,4.224233491,2.40E-05,0.004933823
"	Gm13139",80.20335073,-1.920111616,0.45532606,-4.217003564,2.48E-05,0.005022883
"	Aunip",63.71901919,-2.096461684,0.500691445,-4.187133028,2.83E-05,0.005499211
"	Ier3",91.75772669,-1.635130233,0.390430572,-4.188017918,2.81E-05,0.005499211
"	Padi2",120.4726694,-1.156476431,0.275859189,-4.192270828,2.76E-05,0.005499211
"	Rnf144a",103.6309774,-1.920447551,0.459424135,-4.18011899,2.91E-05,0.005522358
"	Runx3",1850.428272,1.023112383,0.244722648,4.180701664,2.91E-05,0.005522358
"	Pgs1",488.9707248,-0.956684911,0.229647372,-4.165886611,3.10E-05,0.005802125
"	Cdk2ap1",261.4891328,0.935424478,0.225603346,4.146323608,3.38E-05,0.006239512
"	Spic",91.79965916,2.536031551,0.613771887,4.131879617,3.60E-05,0.006560818
"	Junb",1138.260889,1.029389355,0.249640856,4.123481118,3.73E-05,0.006719736
"	Gm16225",61.38508139,2.101547873,0.514605704,4.083802131,4.43E-05,0.007879137
"	Ctsh",14.22496907,2.952453117,0.726931113,4.061530819,4.88E-05,0.008564296
"	Cnbd2",42.43388816,1.651571825,0.408663452,4.041398412,5.31E-05,0.009221525
"	Gm42722",32.08916858,-2.109518292,0.524330486,-4.0232608,5.74E-05,0.009843052
"	Clec4a1",8.785432473,2.883884891,0.719097621,4.010421963,6.06E-05,0.01015223
"	Slc15a2",145.2111875,-1.735953875,0.432754525,-4.01140548,6.04E-05,0.01015223
"	Intu",31.79885017,2.222323632,0.55496053,4.004471514,6.22E-05,0.010176018
"	Nt5e",109.063158,-1.620141273,0.404586468,-4.004437623,6.22E-05,0.010176018
"	Aif1",152.7323514,2.00541903,0.502891671,3.987775391,6.67E-05,0.010794971
"	Luzp1",114.8658425,1.574471472,0.397467737,3.961256036,7.46E-05,0.011802054
"	Trerf1",158.5476863,1.267421388,0.319770076,3.963539692,7.38E-05,0.011802054
"	Trbv1",54.31276578,-2.319618065,0.58665138,-3.953997458,7.69E-05,0.012033847
"	Actg2",9.562727745,2.879358762,0.730178153,3.94336471,8.03E-05,0.012312647
"	Tmem221",63.36001429,-1.5826124,0.401075778,-3.945918673,7.95E-05,0.012312647
"	Zc3h8",236.2825996,-1.006991734,0.256207297,-3.930378815,8.48E-05,0.012860198
"	Dynll1",10751.07673,-0.66431341,0.169130069,-3.92782558,8.57E-05,0.012862065
"	P2rx4",55.94822451,1.596311871,0.407051138,3.92164945,8.79E-05,0.013052557
"	Tmlhe",138.2026467,1.462908132,0.373255578,3.919320216,8.88E-05,0.013052557
"	Ctla2a",24183.64303,-0.720683732,0.184717252,-3.901550744,9.56E-05,0.013907143
"	Prss16",93.39511136,-1.752121143,0.450738933,-3.887219438,0.000101399,0.014606538
"	Plin2",189.3009138,1.263180759,0.325244662,3.883786286,0.000102842,0.014667757
"	Iigp1",150.9411782,1.50107525,0.387774672,3.870998694,0.00010839,0.01517884
"	Msc",20.80940537,-2.443597546,0.631309993,-3.870677753,0.000108533,0.01517884
"	Enc1",99.69914033,1.23515819,0.319573865,3.865016283,0.000111082,0.015217155
"	Plekha1",201.2707019,1.404148226,0.363480986,3.863058262,0.000111976,0.015217155
"	Ubash3b",353.0676844,1.057946722,0.273572135,3.867158191,0.000110111,0.015217155
"	Tnfrsf25",609.050579,1.031932357,0.267771897,3.853773934,0.000116311,0.015658504
"	Bhlhe40",1863.705241,0.735362541,0.191760789,3.834790964,0.000125671,0.016761968
"	Traf5",231.7622947,0.851826123,0.222725546,3.824555103,0.000131008,0.017313547
"	Spint2",594.7986376,-1.117214126,0.292618872,-3.81798385,0.000134547,0.017619506
"	Wbscr27",29.96178214,-2.414927413,0.636787198,-3.792361752,0.000149221,0.019365164
"	Gng2",3604.326514,-0.68623005,0.1812137,-3.786855236,0.000152566,0.019615416
"	Tox",557.6954388,1.183526587,0.312710643,3.784733948,0.000153873,0.019615416
"	Entpd1",355.6450867,1.117437391,0.298239669,3.746776521,0.000179122,0.022633734
"	Emb",7443.830765,-0.718568209,0.191945822,-3.743599116,0.000181403,0.022722697
"	Zfp141",277.4367216,0.889518312,0.238681075,3.726807037,0.000193921,0.024081286
"	Pecam1",291.1599465,1.136134325,0.306076311,3.711931581,0.000205684,0.025323694
"	Arhgef10",50.29228796,1.449498827,0.391384888,3.703512503,0.000212635,0.025957651
"	Gm19261",378.0137975,-0.932241965,0.252158483,-3.697047805,0.000218121,0.026403673
"	Paqr7",64.61293871,-1.528002675,0.415354644,-3.678790396,0.000234343,0.028130895
"	Ccr9",90.9832748,1.683165888,0.459769755,3.660888671,0.000251342,0.029345446
"	Clec4a3",21.5738728,2.510965515,0.68620441,3.659209236,0.000252995,0.029345446
"	Cnr2",34.45945816,2.473634613,0.675741625,3.660621931,0.000251604,0.029345446
"	Gm20559",742.237959,-0.688189463,0.188156313,-3.657541177,0.000254646,0.029345446
"	Prrt1",47.05672526,1.617606848,0.442078451,3.659094547,0.000253108,0.029345446
"	Tmem171",62.1177944,-1.678895145,0.46030276,-3.647371454,0.000264937,0.030289003
"	Igf1",23.59474117,2.649785514,0.728257828,3.638526649,0.000274202,0.030807504
"	Slfn4",11.39917185,2.546532493,0.700184005,3.636947537,0.000275888,0.030807504
"	Timp2",135.9002754,1.252799369,0.34422279,3.63950152,0.000273166,0.030807504
"	Pik3r1",815.4618145,0.574983578,0.15862818,3.624725312,0.000289269,0.032053201
"	Lgmn",18.23649838,2.237434876,0.618745146,3.616084731,0.000299093,0.032888761
"	Entpd5",639.6053771,-0.709953334,0.197102938,-3.601941923,0.000315849,0.034468212
"	Il15",60.0691291,-1.403473947,0.390931614,-3.590075345,0.000330582,0.035804807
"	Gm8369",2684.468431,0.830061449,0.231377253,3.587480785,0.000333888,0.035892995
"	Snap47",331.7017381,1.356928857,0.379887875,3.571919366,0.000354375,0.037813075
"	Pabpc1l",25.78230631,-1.958892162,0.548927142,-3.568583175,0.000358917,0.038016163
"	Gm7967",22.10445982,2.382427802,0.669054101,3.560889617,0.0003696,0.038862003
"	Gstm5",28.27374688,-2.10982416,0.593916616,-3.552391199,0.000381747,0.039603308
"	Mad2l2",1080.415279,1.453181163,0.409103188,3.552114008,0.000382149,0.039603308
"	Hspa8",5246.802108,-0.583066457,0.164845107,-3.537056499,0.000404613,0.041631798
"	Qpct",166.0151569,-1.718538968,0.487570629,-3.524697482,0.000423967,0.043313758
"	Rab31",51.20937485,1.48224741,0.421784621,3.5142282,0.000441034,0.044740079
"	Il18r1",2388.66459,-0.739415867,0.211624024,-3.494007211,0.000475828,0.047271067
"	Il1a",7.058148498,2.621280392,0.749539767,3.497186549,0.000470193,0.047271067
"	Ociad2",104.5923462,1.793655298,0.513215866,3.49493345,0.00047418,0.047271067
"	Snord104",88.41821492,1.075159814,0.30804924,3.490220636,0.000482622,0.047617594
"	C1qa",10.85284984,2.589388192,0.742315036,3.488260464,0.000486174,0.047641767
"	Mrps23",1163.178119,-0.627534688,0.180122971,-3.483923709,0.00049412,0.048093264
"	Cd74",525.0433246,2.235433011,0.642962726,3.476769213,0.000507494,0.049063474
"	Plbd1",12.14348616,2.60465821,0.749618412,3.474645459,0.000511529,0.04912383
"	Atp8a1",239.5018021,0.737025168,0.21255367,3.467477969,0.000525367,0.050118602
"	Hpgds",31.0960401,2.061870189,0.59636124,3.457418171,0.000545378,0.051685315
"	Rgs1",2086.489253,0.591421332,0.172381879,3.430878783,0.000601629,0.056643602
"	Trat1",412.3763119,1.246485504,0.364169782,3.422814213,0.000619764,0.057972101
"	Dhcr7",137.2832427,0.754297914,0.2208953,3.414730484,0.000638452,0.058954449
"	H2-Eb1",47.94578266,2.161058672,0.632735086,3.415424119,0.000636828,0.058954449
"	Ddx28",216.7218312,-0.757220057,0.222504703,-3.403164269,0.000666102,0.061115937
"	Sema4f",88.53297698,-1.332920815,0.393178628,-3.390115124,0.000698633,0.06369497
"	Ctla2b",4065.924526,-0.515745859,0.15223908,-3.387736313,0.00070472,0.063845841
"	Rassf4",7.778643476,2.510567328,0.741551537,3.385560144,0.000710331,0.063952025
"	Srsf10",2960.267892,-0.516685797,0.152976498,-3.377550168,0.000731346,0.065435036
"	Prss2",59.55853683,1.927627809,0.572436529,3.367408805,0.000758781,0.067470635
"	Trbv26",22.96248484,-2.470986796,0.734657145,-3.363455748,0.000769732,0.068024454
"	Gm43267",4.362935766,-2.493051578,0.743051633,-3.355152544,0.000793212,0.068832671
"	Slc30a4",281.4667205,-1.031172714,0.30712331,-3.357520185,0.00078645,0.068832671
"	Trip4",914.0401502,-0.437741555,0.130421931,-3.356349282,0.000789788,0.068832671
"	Ccl24",9.765878506,2.50736797,0.74933151,3.346139776,0.000819451,0.069030341
"	Gatm",26.12889952,2.175317051,0.649855394,3.347386311,0.000815774,0.069030341
"	Plekha8",41.1122904,1.710261743,0.510570373,3.349708158,0.000808967,0.069030341
"	Prss30",58.85693188,-1.409898553,0.421039946,-3.348609952,0.00081218,0.069030341
"	Ptpn4",1501.438292,-0.440875653,0.131571097,-3.350854875,0.000805625,0.069030341
"	Gngt2",490.6894939,1.033356375,0.309504477,3.338744515,0.000841579,0.070482264
"	Ccl8",9.006746461,2.490410887,0.747372412,3.332222126,0.000861555,0.070933976
"	Fam213a",257.9661304,-1.197665423,0.359767674,-3.32899677,0.000871594,0.070933976
"	Gm11728",10.79606593,2.495649191,0.749188244,3.331137682,0.000864918,0.070933976
"	Gm12253",114.8017411,-1.291900165,0.387759984,-3.331700582,0.000863171,0.070933976
"	Mal",8.835199675,-2.485416788,0.746303267,-3.330304044,0.000867512,0.070933976
"	Fkbp11",83.15596503,1.279097313,0.384488085,3.3267541,0.000878639,0.071105565
"	Ass1",39.90191194,1.680658033,0.505441012,3.3251319,0.000883767,0.071121037
"	Nxnl2",11.3304577,-2.18881684,0.659950604,-3.316637377,0.000911078,0.072780304
"	St6galnac3",168.7063279,1.314287911,0.396396083,3.315592578,0.00091449,0.072780304
"	Dnaja1",3766.202788,-0.701637115,0.211763973,-3.313297835,0.000922027,0.072976947
"	2010016I18Rik",105.6908065,1.07995418,0.326561121,3.307050686,0.000942838,0.073019278
"	Cela1",175.8151105,1.257475546,0.379981008,3.309311572,0.000935257,0.073019278
"	Clec4n",44.75032927,2.225231802,0.672633749,3.308236922,0.000938853,0.073019278
"	Krtcap3",130.9119918,-1.160994416,0.350651073,-3.310967808,0.000929739,0.073019278
"	Ptgir",8.790799682,2.431943393,0.73927456,3.289634898,0.001003175,0.077276629
"	Ephx1",68.05558837,1.322341357,0.403013756,3.281132063,0.001033913,0.079220851
"	Pla2g7",13.96695442,2.335757417,0.715998085,3.262239757,0.001105356,0.084246852
"	Ncf2",9.494214861,2.372380893,0.72773897,3.259933839,0.001114382,0.084337405
"	Pydc3",1024.28599,-0.692524048,0.212499132,-3.258950015,0.001118254,0.084337405
"	Txnip",1287.240489,-0.597900642,0.183756113,-3.253772806,0.001138833,0.085442147
"	Tifa",6.140002906,2.421523335,0.747475021,3.239604356,0.001196957,0.089337614
"	Tmem108",54.28924196,1.658963603,0.514435139,3.224825591,0.001260494,0.093594953
"	Ssh1",382.8791033,0.682447405,0.211834411,3.221607864,0.001274735,0.09416694
"	Pex11a",8.790552932,2.170025017,0.674205544,3.218640124,0.001288,0.094661445
"	Itm2c",492.1203408,0.592362359,0.184763075,3.20606463,0.001345638,0.098395481
"	Cd38",640.2599445,0.753313083,0.235116948,3.203993118,0.001355357,0.098605656
"	Fkbp4",667.4594132,-0.638785408,0.199484257,-3.20218456,0.001363896,0.098728239
"	Cd163l1",41.8928022,-1.438055592,0.449527413,-3.199038701,0.001378867,0.099312865
"	Nfkbiz",1592.375422,0.674740577,0.211239284,3.194200268,0.001402188,0.100490146
"	Mlkl",107.1459554,1.044801756,0.327412149,3.191090376,0.001417369,0.101075276
"	Mpeg1",18.25781036,2.252658364,0.709283156,3.175964837,0.001493391,0.105580969
"	Ubd",18.55878467,2.055699164,0.647339656,3.175611356,0.001495211,0.105580969
"	Tars",852.2229324,0.52758608,0.166879202,3.16148491,0.00156967,0.110297997
"	Serpina3f",35.50602037,1.334265086,0.422354036,3.159115273,0.001582489,0.110658989
"	H2-Q10",716.9703181,-0.688979929,0.218202365,-3.157527323,0.001591133,0.110725963
"	Gas2",175.5656723,1.08211909,0.34307642,3.154163404,0.001609589,0.110938443
"	Hsp90ab1",7110.924762,-0.473706717,0.150141225,-3.15507428,0.001604572,0.110938443
"	Chil5",464.9621225,-1.756727029,0.557640378,-3.150286635,0.001631103,0.111885932
"	A230065H16Rik",75.16774194,1.97646946,0.628251186,3.145986037,0.001655279,0.112161067
"	E2f2",676.3984493,0.673610743,0.21415591,3.145422154,0.001658473,0.112161067
"	P2ry13",28.96265682,-2.144697081,0.681604379,-3.146542402,0.001652133,0.112161067
"	Trbv31",58.32376335,-1.741774622,0.554296013,-3.14231851,0.001676156,0.112827223
"	Gm11999",13.70545284,2.152428271,0.685810024,3.138519701,0.001698035,0.113768358
"	Btbd16",12.84066282,2.098546577,0.668938048,3.137131435,0.001706096,0.113779244
"	Strc",5.38062793,2.346780189,0.748719042,3.13439362,0.001722097,0.114317072
"	Dusp5",669.1715409,1.004233913,0.320966805,3.128778111,0.001755348,0.115460224
"	Myo3b",66.88999885,-0.960174852,0.306764996,-3.130001351,0.001748055,0.115460224
"	Stom",11.65421591,2.10535121,0.675645138,3.116060623,0.001832846,0.12000975
"	Tgfbr3",61.6762381,1.522130163,0.488851245,3.113687811,0.001847649,0.120431585
"	Pitpnm2",94.74886629,1.060951199,0.340978502,3.111489996,0.001861458,0.120785134
"	Epcam",49.90516858,-1.912916356,0.616119541,-3.104781182,0.001904198,0.123004385
"	Cib2",49.65900996,-1.424716701,0.460177859,-3.096013146,0.001961417,0.126134852
"	Arhgap21",84.18821264,1.580446869,0.510754757,3.094336075,0.001972539,0.126286334
"	P2ry12",406.0698641,-1.120565789,0.362849858,-3.088235432,0.002013489,0.128337643
"	Dync1i2",1325.801315,0.525170622,0.170303552,3.083732645,0.002044212,0.129152962
"	Pdzk1ip1",133.8862051,1.362699567,0.441846108,3.084104491,0.002041659,0.129152962
"	Kif5c",17.03237687,1.7005332,0.552360174,3.078667288,0.002079288,0.130226682
"	Pde4d",184.5234104,1.104977261,0.358885882,3.078909806,0.002077596,0.130226682
"	Dgkg",7.907577385,2.204739121,0.716838941,3.075640838,0.002100507,0.130986162
"	Dcxr",129.160396,1.020656444,0.332154437,3.072837002,0.002120343,0.131653174
"	AK010878",609.4033431,-0.594949742,0.194227618,-3.063157279,0.002190149,0.135403858
"	Cmbl",4.390589172,2.286077493,0.746931865,3.060623867,0.002208764,0.135904
"	Slc43a1",76.74039524,1.949078009,0.637058819,3.059494587,0.002217108,0.135904
"	Zfp287",124.8259576,0.910630896,0.298040419,3.055393958,0.002247651,0.137192408
"	Cxcl10",221.084254,1.343894468,0.440363769,3.051782554,0.002274868,0.13826784
"	Errfi1",398.4848301,-0.693989474,0.227645844,-3.048548836,0.002299495,0.138595106
"	Ly86",38.80090739,1.866776154,0.612142611,3.049577208,0.002291637,0.138595106
"	Btf3l4",483.0422936,0.572011157,0.187826816,3.045417954,0.002323572,0.138884023
"	Fcgr3",49.08836388,1.459648547,0.479098341,3.046657486,0.002314012,0.138884023
"	Acat2",219.5794804,-0.76628308,0.252526762,-3.034462859,0.002409644,0.142890622
"	Stab1",7.258342694,2.264193682,0.746184192,3.034362972,0.002410442,0.142890622
"	Ranbp17",8.688464593,2.096229789,0.69197166,3.029357863,0.002450742,0.144684171
"	Itpr1",717.4804494,0.568527807,0.187800281,3.027300092,0.002467489,0.14507826
"	F730043M19Rik",142.0321474,0.719170152,0.238404694,3.016593923,0.00255632,0.147979961
"	Ndufaf5",437.4832245,-0.585682656,0.194082032,-3.017706745,0.002546952,0.147979961
"	Pkib",18.52392442,2.243832986,0.743142894,3.019382952,0.002532901,0.147979961
"	Sbk2",4.287723369,2.248887591,0.745661667,3.015962455,0.00256165,0.147979961
"	Sh2d5",22.31624846,1.633117394,0.541848082,3.013976517,0.002578478,0.147979961
"	Ubiad1",147.9018242,0.927273757,0.307619847,3.014349583,0.002575309,0.147979961
"	Cadm1",6.067574808,2.252750682,0.750184903,3.002927241,0.002673964,0.151052723
"	Dnase1l3",40.06639107,1.529994031,0.509005633,3.005848916,0.002648406,0.151052723
"	Mgst1",18.08773634,2.193258708,0.73002707,3.004352575,0.002661467,0.151052723
"	Tnfrsf1b",563.921847,-0.656527129,0.218605114,-3.00325604,0.002671076,0.151052723
"	Jup",10.62449972,1.83322494,0.611169502,2.999536026,0.002703911,0.15214783
"	Ddx43",108.3331025,1.120871653,0.373994103,2.997030284,0.002726236,0.15221486
"	Gpcpd1",1745.473587,0.446534365,0.148976238,2.997352942,0.002723352,0.15221486
"	Trp53i11",154.7392072,0.767002303,0.256058752,2.995415297,0.002740714,0.15243238
"	Pole4",4794.240442,-0.489097604,0.163371462,-2.993776261,0.002755479,0.152664149
"	Fgr",48.06629818,1.418123157,0.474301967,2.989916245,0.00279054,0.154014259
"	Pik3c2b",50.69934487,1.439407962,0.481886294,2.987028227,0.002817037,0.154294371
"	Pik3ip1",141.6342497,-0.757825826,0.253655337,-2.987620263,0.002811587,0.154294371
"	Ccdc88a",24.2751671,1.730394893,0.579671567,2.985129842,0.00283458,0.154667126
"	AA467197",493.9310325,-1.067452842,0.35818044,-2.980209758,0.002880511,0.156580211
"	Lypd6b",7.151712058,-2.177633755,0.733798552,-2.967617952,0.003001171,0.162525825
"	Rhebl1",193.9408146,-0.709281671,0.239169988,-2.965596464,0.003020966,0.16298507
"	Rnf157",114.9046741,1.053342809,0.356093829,2.958048476,0.003095934,0.16640647
"	Snx30",65.01797066,1.217769645,0.412271376,2.953805956,0.003138813,0.168084019
"	Igkv10-96",8.833054919,-2.151417816,0.72944849,-2.949375925,0.003184164,0.169881045
"	Fam3c",959.6318731,-0.548861058,0.186209952,-2.947538805,0.003203145,0.170263139
"	Sgk3",269.2663788,-0.986346254,0.334930058,-2.944932026,0.003230256,0.170763633
"	Trim16",28.49170127,1.519575808,0.51609777,2.944356468,0.00323627,0.170763633
"	Gm44164",14.48080826,1.962522374,0.667163433,2.941591634,0.003265302,0.171666708
"	Rpf1",2658.504201,-0.438034103,0.149163258,-2.936608588,0.003318226,0.173814725
"	Eno2",9.521199641,2.188352647,0.746097771,2.933064181,0.003356345,0.175174457
"	Ccr8",8.250309492,-2.109094732,0.720126481,-2.928783745,0.003402911,0.176963649
"	Gm11767",7.096297892,2.02916208,0.693113316,2.927605104,0.003415836,0.176996819
"	Irf8",181.1740915,0.666713407,0.227860138,2.925976489,0.003433769,0.177288317
"	Gm11974",221.7084025,-0.643977546,0.220300238,-2.923181346,0.003464747,0.178248839
"	Mcam",22.030851,1.748809982,0.598863201,2.920216136,0.003497887,0.179313388
"	Pnrc2",3314.12419,-0.591559279,0.20285198,-2.916211508,0.003543102,0.180987189
"	Id2",52225.51403,-0.612262302,0.210277858,-2.911682227,0.003594882,0.182983279
"	Marveld2",105.4936226,-1.306235722,0.449075133,-2.908724236,0.003629068,0.184072982
"	Fcgr4",19.81608509,2.034884872,0.702295139,2.897478225,0.003761759,0.189468991
"	Qrfp",69.70576618,1.171060421,0.4041546,2.897555589,0.003760831,0.189468991
"	Vav2",57.79576148,1.511938678,0.522325153,2.89463119,0.003796042,0.190529589
"	Klk8",1269.615855,-0.407668597,0.140975845,-2.891762045,0.00383088,0.190947483
"	Xdh",361.9521986,0.745016109,0.25760741,2.892060086,0.003827247,0.190947483
"	Siah2",523.4996515,0.643614104,0.223142523,2.884318488,0.003922618,0.194845913
"	Clec7a",28.87465027,2.120853823,0.73603552,2.881455806,0.003958427,0.19507043
"	Dkkl1",201.1128974,-1.013803015,0.352560448,-2.875543814,0.004033322,0.19507043
"	Gfod1",214.5607586,0.719644175,0.250145972,2.876896912,0.004016068,0.19507043
"	Klk13",18.6891929,2.032654564,0.705255411,2.882153802,0.003949669,0.19507043
"	Prdx4",1537.338716,-0.821759162,0.285594141,-2.877367018,0.004010089,0.19507043
"	Srsf7",21257.78811,-0.567709635,0.197438436,-2.87537547,0.004035473,0.19507043
"	Tnfrsf26",1029.422675,0.793906888,0.275893581,2.87758376,0.004007335,0.19507043
"	Xcr1",134.6786018,-1.093603835,0.37976425,-2.879691374,0.003980646,0.19507043
"	Pilra",17.06739046,2.044168207,0.711906123,2.871401356,0.004086563,0.19604423
"	Platr17",170.7524809,0.984703072,0.342967638,2.87112533,0.004090133,0.19604423
"	Saraf",4586.186495,-0.442330419,0.154087857,-2.870637759,0.004096447,0.19604423
"	Zfp664",288.1921537,-0.718012201,0.250343906,-2.868103366,0.004129406,0.196967196
"	Hmgn3",138.2877694,1.219805736,0.426025034,2.863225488,0.00419352,0.198604057
"	Rab20",117.1650663,-0.780053443,0.27235946,-2.864058557,0.004182507,0.198604057
"	Ubxn4",1333.492386,-0.411957481,0.143922673,-2.862352892,0.004205084,0.198604057
"	BC052040",204.9611852,0.762496204,0.266728356,2.858699452,0.004253816,0.200249083
"	Acsbg1",364.5484274,-0.615672529,0.216191603,-2.847809633,0.004402125,0.206555726
"	Nr4a2",284.4271696,0.807542141,0.284162569,2.841831509,0.004485519,0.209785396
