SYMBOL,ENTREZID
Col5a2,12832
Col5a3,53867
Col6a4,68553
Col6a6,245026
Colec12,140792
Colgalt2,269132
Commd10,69456
Copz2,56358
Cox6c,12864
Cp,12870
Cpe,12876
Cped1,214642
Cplx2,12890
Cpne8,66871
Cpq,54381
Cpxm1,56264
Cracr2b,213573
Creb3l4,78284
Creb5,231991
Crip2,68337
Crispld1,83691
Crispld2,78892
Crtap,56693
Cryab,12955
Csf2rb,12983
Csrp1,13007
Cst3,13010
Ctgf,14219
Ctnnal1,54366
Ctsb,13030
Ctsf,56464
Ctsk,13038
Ctsz,64138
Cttnbp2,30785
Ctxn1,330695
Cuedc2,67116
Cul7,66515
Cxcl1,14825
Cxcl12,20315
Cxcl14,57266
Cxcl15,20309
Cxcl17,232983
Cxcl2,20310
Cxxc5,67393
Cyb561,13056
Cyfip1,20430
Cyp11a1,13070
Cyp1b1,13078
Cyp26a1,13082
Cyp2f2,13107
Cyp39a1,56050
Cyp7b1,13123
Cyyr1,224405
D330045A20Rik,102871
D630039A03Rik,242484
D630045J12Rik,330286
Dab2,13132
Dact1,59036
Dact3,629378
Dapk1,69635
Dbn1,56320
Dchs1,233651
Ddah2,51793
Ddit4l,73284
Ddost,13200
Ddr2,18214
Dennd2a,209773
Dio2,13371
Dkk2,56811
Dkk3,50781
Dll4,54485
Dlx5,13395
Dlx6,13396
Dmd,13405
Dmwd,13401
Dnah5,110082
Dock4,238130
Dpysl3,22240
Dusp3,72349
Dync1i1,13426
Dync2li1,213575
Dynlrb2,75465
Dynlt3,67117
E2f1,13555
Ebf1,13591
Echdc2,52430
Ecm2,407800
Ecscr,68545
Eda2r,245527
Ednra,13617
Ednrb,13618
Efemp2,58859
Efhc1,71877
Efhd1,98363
Efna4,13639
Efs,13644
Egfl6,54156
Egfl7,353156
Egflam,268780
Ehd2,259300
Eif4ebp1,13685
Eln,13717
Emcn,59308
Emilin1,100952
Emilin2,246707
Eml1,68519
Emp2,13731
Emx2,13797
Enah,13800
Eng,13805
Enkur,71233
Enpp2,18606
Enpp4,224794
Enpp5,83965
Entpd2,12496
Entpd3,215446
Epb41l1,13821
Epb41l4a,13824
Epdr1,105298
Epha4,13838
Ephb3,13845
Epn3,71889
Erf,13875
Ergic1,67458
Ergic3,66366
Esam,69524
Esp8,100126778
Esr1,13982
Esyt3,272636
Etfb,110826
Eva1a,232146
Evc2,68525
Evi5,14020
Exoc3l2,74463
F13a1,74145
F5,14067
Fabp5,16592
Fads1,76267
Fam102b,329739
Fam124a,629059
Fam129b,227737
Fam13c,71721
Fam149a,212326
Fam167b,230766
Fam171a2,217219
Fam174b,100038347
Fam189a2,381217
Fam198b,68659
Fam20c,80752
Fam43a,224093
Fam57a,116972
Fbln2,14115
Fbln5,23876
Fbln7,70370
Fbn1,14118
Fbxo16,50759
Fbxo30,71865
Fer,14158
Fermt2,218952
Fgd5,232237
Fgf1,14164
Fgf10,14165
Fgfr1,14182
Fgfr2,14183
Fgfrl1,116701
Fhdc1,229474
Fhl1,14199
Fibin,67606
Filip1,70598
Fkbp10,14230
Fkbp11,66120
Fkbp14,231997
Fkbp9,27055
Flnc,68794
Flrt2,399558
Flt1,14254
Flt4,14257
Fmc1,66117
Fmnl2,71409
Fmo1,14261
Fndc1,68655
Fndc3b,72007
Fndc5,384061
Fndc7,320181
Fnip2,329679
Foxa2,15376
Foxc1,17300
Foxc2,14234
Foxj1,15223
Foxl2,26927
Frmd6,319710
Fscn1,14086
Fst,14313
Fundc2,67391
Fut2,14344
Fut9,14348
Fxyd1,56188
Fxyd3,17178
Fxyd4,108017
Fxyd6,59095
Fzd1,14362
Fzd10,93897
Fzd2,57265
Fzd3,14365
Fzd4,14366
Fzd6,14368
Fzd7,14369
Fzd8,14370
Gab2,14389
Gabrp,216643
Galnt15,78754
Galnt16,108760
Galnt18,233733
Galnt3,14425
Gas1,14451
Gas7,14457
Gata2,14461
Gatm,67092
Gcsh,68133
Gdf10,14560
Gdf7,238057
Gfpt1,14583
Gfpt2,14584
Ggh,14590
Ghr,14600
Gja1,14609
Gja4,14612
Gjb2,14619
Gjc1,14615
Gk5,235533
Gkap1,56278
Glce,93683
Glns-ps1,14646
Glul,14645
Gm10297,100041211
Gm10638,666945
Gm13889,620695
Gm16072,100417609
Gm16136,105245924
Gm16144,100502720
Gm16485,791396
Gm1673,381633
Gm2044,100039095
Gm29538,102636980
Gm32592,102635190
Gm42573,108169133
Gm6104,619829
Gm6169,620648
Gm7292,640370
Gm7714,665615
Gm8292,666793
Gm867,333670
Gm9800,100041948
Gmpr,66355
Gnai1,14677
Gng11,66066
Gng2,14702
Gns,75612
Gpam,14732
Gpc3,14734
Gpc6,23888
Gpm6a,234267
Gpnmb,93695
Gpr27,14761
Gprc5b,64297
Gprc5c,70355
Gpt2,108682
Gpx7,67305
Gpx8,69590
Grb10,14783
Grb14,50915
Greb1,268527
Grem2,23893
Grn,14824
Grrp1,72690
Gsta3,14859
Gucy1a2,234889
Gulo,268756
Gulp1,70676
Gxylt2,232313
H19,14955
H2-Aa,14960
H2-Eb1,14969
H6pd,100198
Hacd2,70757
Hacd4,66775
Hand2,15111
Hao2,56185
Has1,15116
Hba-a1,15122
Hba-a2,110257
Hbb-bs,100503605
Hbb-bt,101488143
Hcfc1r1,353502
Hdc,15186
Hebp1,15199
Hebp2,56016
Heyl,56198
Hgfac,54426
Hhex,15242
Hist1h3b,319150
Hlf,217082
Hlx,15284
Hmga2,15364
Hmgcs2,15360
Hmgn2,15331
Hnf1b,21410
Hnmt,140483
Hoxa10,15395
Hoxa11,15396
Hoxa11os,15397
Hoxa9,15405
Hoxb13,15408
Hoxb6,15414
Hoxb7,15415
Hoxb8,15416
Hoxb9,15417
Hoxd10,15430
Hoxd13,15433
Hoxd8,15437
Hoxd9,15438
Hp,15439
Hs3st1,15476
Hsd3b1,15492
Hspa12a,73442
Hspb1,15507
Hspb8,80888
Htra1,56213
Htra3,78558
Hunk,26559
Ica1,15893
Id4,15904
Ier3,15937
Ifi204,15951
Ifi205,226695
Ifi44,99899
Ifit3,15959
Ifitm1,68713
Ift43,76411
Ift88,21821
Igdcc4,56741
Igf1,16000
Igf2,16002
Igfbp3,16009
Igfbp4,16010
Igfbp6,16012
Igsf10,242050
Iigp1,60440
Ikbip,67454
Il13ra2,16165
Il17d,239114
Il17re,57890
Il1a,16175
Il1r1,16177
Il1rn,16181
Ildr1,106347
Ildr2,100039795
Inha,16322
Inhbb,16324
Inmt,21743
Iqsec2,245666
Irs1,16367
Islr,26968
Itga5,16402
Itga9,104099
Itgav,16410
Itgb8,320910
Itm2a,16431
Itsn1,16443
Jag1,16449
Jam2,67374
Jam3,83964
Kank1,107351
Kank2,235041
Kazn,71529
Kcnd2,16508
Kcnk2,16526
Kcnk3,16527
Kcnma1,16531
Kcnt2,240776
Kctd1,106931
Kctd14,233529
Kctd15,233107
Kdelc2,68304
Khdrbs3,13992
Kifap3,16579
Kirrel,170643
Kit,16590
Klf10,21847
Klhdc7a,242721
Klhl13,67455
Klhl14,225266
Klhl23,277396
Klhl4,237010
Klrb1b,80782
Krt13,16663
Krt14,16664
Krt15,16665
Krt4,16682
Krt5,110308
Krt87,406219
L3hypdh,67217
Lama2,16773
Lama4,16775
Lama5,16776
Lamb1,16777
Lamb2,16779
Lamc2,16782
Lamp2,16784
Lancl2,71835
Laptm4a,17775
Large1,16795
Lars2,102436
Layn,244864
Lbp,16803
Lcmt1,30949
Lcn2,16819
Ldb2,16826
Ldhb,16832
Ldlrad3,241576
Lepr,16847
Lgmn,19141
Lhfp,108927
Lif,16878
Lifr,16880
Limch1,77569
Lix1l,280411
Lman1,70361
Lmcd1,30937
Lmo2,16909
Lmod1,93689
Lox,16948
Loxl1,16949
Loxl2,94352
Loxl3,16950
Lpar3,65086
Lpar4,78134
Lpcat2,270084
Lpp,210126
Lrfn3,233067
Lrfn4,225875
Lrg1,76905
Lrp2,14725
Lrp5,16973
Lrpap1,16976
Lrrc17,74511
Lrrc34,71827
Lrrk2,66725
Lrrn1,16979
Lrrn4,320974
Lrrn4cl,68852
Lrrtm2,107065
Ltbp1,268977
Ltbp3,16998
Ltbp4,108075
Ltf,17002
Ly6d,17068
Ly6g6e,70274
Lynx1,23936
Lyz2,17105
Lzts2,226154
Mab21l3,242125
Macc1,238455
Maged1,94275
Mageh1,75625
Mal,17153
Mamdc2,71738
Mamld1,333639
Mamstr,74490
Mansc1,67729
Map1a,17754
Map1b,17755
Map2,17756
Mapk8ip1,19099
Mark1,226778
Mastl,67121
Matn2,17181
Mbnl2,105559
Mboat2,67216
Mcam,84004
Mcc,328949
Mdk,17242
Me1,17436
Mecom,14013
Medag,70717
Mef2a,17258
Mef2c,17260
Megf8,269878
Meis1,17268
Meis2,17536
Meox1,17285
Mex3a,72640
Mfap2,17150
Mfap4,76293
Mfap5,50530
Mfge8,17304
Mgll,23945
Mgmt,17314
Mical3,194401
Mid1ip1,68041
Mir99ahg,77994
Mitf,17342
Mlf1,17349
Mmp19,58223
Mmp2,17390
Mmp23,26561
Mmp3,17392
Mmrn2,105450
Mn1,433938
Mpdz,17475
Mpp5,56217
Mpp7,75739
Mptx1,66289
Mpzl1,68481
Mras,17532
Mrc1,17533
Mrc2,17534
Ms4a4d,66607
Msrb3,320183
Msx1,17701
Mtch1,56462
Muc1,17829
Muc20,224116
Mxra8,74761
Mycl,16918
Mycn,18109
Myct1,68632
Myh10,77579
Myl3,17897
Myo1b,17912
Myo1c,17913
Myof,226101
Myom1,17929
Naaladl2,635702
Nacc2,67991
Napsa,16541
Nav1,215690
Nbea,26422
Ncaph,215387
Ncs1,14299
Ndn,17984
Ndrg2,29811
Ndufc2,68197
Nenf,66208
Nfatc4,73181
Nfia,18027
Nfix,18032
Ngfr,18053
Nicn1,66257
Nid2,18074
Ninl,78177
Nkd1,93960
Nlgn2,216856
Nme5,75533
Nog,18121
Notch3,18131
Nov,18133
Npdc1,18146
Npl,74091
Npnt,114249
Nppc,18159
Npr1,18160
Npr2,230103
Npr3,18162
Nptxr,73340
Nr5a1,26423
Nrbp2,223649
Nrep,27528
Nrgn,64011
Nrk,27206
Nrn1,68404
Nrp2,18187
Nrtn,18188
Ntn1,18208
Ntrk2,18212
Nuak1,77976
Nucb1,18220
Nucb2,53322
Nuf2,66977
Nxn,18230
Nxpe2,78252
Nxpe4,244853
Nynrin,277154
Odam,69592
Ogdhl,239017
Ogfrl1,70155
Ogn,18295
Olfm1,56177
Olfml1,244198
Olfml2a,241327
Olfml2b,320078
Olfml3,99543
Olr1,108078
Osbpl1a,64291
Osmr,18414
Osr1,23967
Ovgp1,12659
Oxtr,18430
P3h2,210530
P3h3,14789
P3h4,66180
P4ha2,18452
Pacsin3,80708
Padi1,18599
Pald1,27355
Palmd,114301
Pam,18484
Pamr1,210622
Pard6g,93737
Parm1,231440
Parvb,170736
Pax8,18510
Pcdh11x,245578
Pcdh17,219228
Pcdh18,73173
Pcdh7,54216
Pclaf,68026
Pcolce,18542
Pcp4,18546
Pcp4l1,66425
Pcsk6,18553
Pde7b,29863
Pdgfc,54635
Pdgfd,71785
Pdgfrb,18596
Pdia5,72599
Pdia6,71853
Pdlim3,53318
Pdlim4,30794
Pdpn,14726
Pdzk1ip1,67182
Pdzrn3,55983
Pebp1,23980
Peg10,170676
Peli2,93834
Pgm5,226041
Pgr,18667
Phactr2,215789
Phka1,18679
Phlda3,27280
Phldb2,208177
Pi16,74116
Pid1,98496
Piezo2,667742
Pigyl,66268
Pik3r3,18710
Pkd2,18764
Pkhd1l1,192190
Pkia,18767
Pknox2,208076
Pla1a,85031
Pla2g12a,66350
Pla2g4a,18783
Pla2g7,27226
Pla2r1,18779
Plat,18791
Plau,18792
Plcd3,72469
Plek,56193
Plekhg1,213783
Plekhh2,213556
Plekhs1,226245
Plet1,76509
Plet1os,69631
Plk2,20620
Pllp,67801
Plod1,18822
Plod2,26432
Plp2,18824
Pls3,102866
Plscr3,70310
Plscr4,235527
Pltp,18830
Plxdc2,67448
Plxna4,243743
Pnmal2,434128
Podxl,27205
Porcn,53627
Postn,50706
Ppfibp1,67533
Ppic,19038
Ppl,19041
Ppm1l,242083
Ppp1r14a,68458
Ppp1r2,66849
Ppp1r3c,53412
Ppp2r2b,72930
Ppp2r3a,235542
Prdm5,70779
Prdx2,21672
Prdx4,53381
Prex2,109294
Prickle2,243548
Prkar1b,19085
Prkar2b,19088
Prkci,18759
Prkd1,18760
Prkg1,19091
Prnp,19122
Prob1,381148
Procr,19124
Pros1,19128
Proser2,227545
Prox1,19130
Prrg3,208748
Prss35,244954
Prune2,353211
Psd3,234353
Ptgfrn,19221
Ptgis,19223
Ptgs2,19225
Ptk2,14083
Ptk7,71461
Ptn,19242
Ptpn14,19250
Ptprb,19263
Ptprm,19274
Ptprs,19280
Ptpru,19273
Pxdn,69675
Rab11fip5,52055
Rab13,68328
Rab15,104886
Rab27b,80718
Rab31,106572
Rab32,67844
Rab34,19376
Rab3d,19340
Rab3il1,74760
Rad51,19361
Rad54b,623474
Rai2,24004
Ramp1,51801
Ramp2,54409
Rap2a,76108
Rapgef5,217944
Rarres2,71660
Rasal2,226525
Rasd1,19416
Rasd2,75141
Rasip1,69903
Rassf8,71323
Rassf9,237504
Rbbp7,245688
Rbbp9,26450
Rbm24,666794
Rbms3,207181
Rbp1,19659
Rbpms,19663
Rcan1,54720
Rcn3,52377
Rell1,100532
Reln,19699
Retnlg,245195
Rgl1,19731
Rgl3,71746
Rgma,244058
Rgs16,19734
Rgs22,626596
Rhobtb1,69288
Rhobtb3,73296
Rhoj,80837
Rhoq,104215
Rnd1,223881
Rnf141,67150
Rnf144b,218215
Rnf150,330812
Rnf180,71816
Rnf217,268291
Rnf24,51902
Robo1,19876
Robo2,268902
Robo4,74144
Rpl39-ps,100503815
Rps26-ps1,100042812
Rps27l,67941
Rsad2,58185
Rsph4a,212892
Rspo1,192199
Rspo3,72780
Runx1t1,12395
Rusc2,100213
Rxfp1,381489
Ryk,20187
Sall1,58198
Samd14,217125
Samd4,74480
Scara3,219151
Scara5,71145
Scarb1,20778
Scarf2,224024
Sccpdh,109232
Scd1,20249
Scd2,20250
Scmh1,29871
Scn1b,20266
Scnn1a,20276
Scpep1,74617
Scube1,64706
Sdc2,15529
Sdc3,20970
Sdk1,330222
Sec14l3,380683
Sec23b,27054
Sec61g,20335
Sele,20339
Selp,20344
Sema3a,20346
Sema3c,20348
Sema3d,108151
Sema3e,20349
Sema3f,20350
Sema4c,20353
Sema6b,20359
Serf1,20365
Serinc3,26943
Serpina1e,20704
Serpina9,71907
Serpinb11,66957
Serpine2,20720
Serpinf1,20317
Sestd1,228071
Sfrp2,20319
Sfrp4,20379
Sftpd,20390
Sgce,20392
Sgsm1,52850
Sh3bgr,50795
Sh3bgrl,56726
Sh3bgrl2,212531
Sh3bp4,98402
Sh3pxd2a,14218
Sh3pxd2b,268396
Shank3,58234
Shisa4,77552
Shroom4,208431
Sil1,81500
Sirpa,19261
Six1,20471
Six5,20475
Skida1,72668
Slc14a1,108052
Slc16a12,240638
Slc16a2,20502
Slc1a4,55963
Slc23a1,20522
Slc24a3,94249
Slc25a48,328258
Slc26a7,208890
Slc27a3,26568
Slc28a3,114304
Slc2a12,353169
Slc31a2,20530
Slc38a4,69354
Slc39a1,30791
Slc39a8,67547
Slc43a3,58207
Slc45a3,212980
Slc6a14,56774
Slc7a11,26570
Slc7a2,11988
Slc8a1,20541
Slc9a3r2,65962
Slco4c1,227394
Slit3,20564
Smad1,17125
Smarca1,93761
Smo,319757
Smoc1,64075
Snai1,20613
Snai2,20583
Snca,20617
Sncaip,67847
Sned1,208777
Sntn,218739
Snx24,69226
Soat1,20652
Sobp,109205
Sod3,20657
Soga1,320706
Sorbs2,234214
Sorbs3,20410
Sorcs2,81840
Sowahc,268301
Sox12,20667
Sox17,20671
Sox18,20672
Sox5,20678
Sox7,20680
Spa17,20686
Spaca6,75202
Spata7,104871
Spc25,66442
Sphk1,20698
Spin4,270624
Spink12,78242
Spink8,78709
Spock2,94214
Spon2,100689
Spp1,20750
Spred2,114716
Sprr1a,20753
Sprr2d,20758
Sprr2f,20760
Sprr2g,20761
Spry4,24066
Sptbn2,20743
Srd5a1,78925
Srgap1,117600
Srgap3,259302
Ssc5d,269855
Sspn,16651
St3gal5,20454
Stbd1,52331
Stc1,20855
Stc2,20856
Steap1,70358
Steap2,74051
Steap3,68428
Steap4,117167
Stk3,56274
Stmn1,16765
Stmnd1,380842
Ston1,77057
Stox2,71069
Stxbp6,217517
Sulf1,240725
Sult1a1,20887
Susd1,634731
Sv2b,64176
Sval1,71578
Svep1,64817
Sycn,68416
Syn2,20965
Syne3,212073
Synm,233335
Sytl4,27359
Tacc3,21335
Tacstd2,56753
Tagln,21345
Tanc2,77097
Tbc1d8,54610
Tbx1,21380
Tbx2,21385
Tc2n,74413
Tcaf1,77574
Tcaf2,232748
Tceal1,237052
Tcf4,21413
Tcf7l1,21415
Tead1,21676
Tek,21687
Tenm3,23965
Tenm4,23966
Tex15,104271
Tfcp2l1,81879
Tgfa,21802
Tgfb2,21808
Tgfbr3,21814
Thbd,21824
Thbs2,21826
Thbs4,21828
Thrsp,21835
Tiam2,24001
Tie1,21846
Timp1,21857
Timp2,21858
Tinagl1,94242
Tle1,21885
Tll1,21892
Tln2,70549
Tlr3,142980
Tlr4,21898
Tm2d2,69742
Tm4sf1,17112
Tmed3,66111
Tmem100,67888
Tmem119,231633
Tmem132e,270893
Tmem158,72309
Tmem159,233806
Tmem178,68027
Tmem212,208613
Tmem213,77522
Tmem218,66279
Tmem229a,319832
Tmem45a,56277
Tmem47,192216
Tmem9,66241
Tmod2,50876
Tmprss11g,320454
Tmtc1,387314
Tnc,21923
Tnfaip2,21928
Tnfaip6,21930
Tnfrsf19,29820
Tnfrsf21,94185
Tnfsf12,21944
Tns1,21961
Tox3,244579
Tpbg,21983
Tpd52l1,21987
Trabd2b,666048
Tril,66873
Trim47,217333
Trip10,106628
Trip13,69716
Triqk,208820
Trpv6,64177
Tsen34,66078
Tshr,22095
Tshz3,243931
Tspan18,241556
Tspan33,232670
Tspan6,56496
Tspan9,109246
Ttc30b,72421
Ttc9,69480
Ttl,69737
Ttll7,70892
Tubb6,67951
Twist1,22160
Twsg1,65960
Tyms,22171
Ube2ql1,76980
Ubxn10,212190
Ugp2,216558
Uhrf1,18140
Uox,22262
Upk1a,109637
Upk1b,22268
Upk3b,100647
Upk3bl,69665
Urah,76974
Vangl1,229658
Vangl2,93840
Vcan,13003
Vegfd,14205
Vill,22351
Vim,22352
Vldlr,22359
Vps37d,194309
Vstm4,320736
Vtcn1,242122
Vwf,22371
Wasf1,83767
Wbscr17,212996
Wdr35,74682
Wee1,22390
Wfdc1,67866
Wfdc10,629756
Wfdc12,192200
Wfdc15b,192201
Wfdc17,100034251
Wfdc2,67701
Wipi1,52639
Wls,68151
Wnk4,69847
Wnt4,22417
Wnt5a,22418
Wnt7a,22421
Wt1,22431
Wtip,101543
Wwc2,52357
Wwtr1,97064
Ybx3,56449
Yes1,22612
Zbed3,72114
Zbtb10,229055
Zbtb16,235320
Zbtb7c,207259
Zc2hc1a,67306
Zc3h12c,244871
Zc3h7b,20286
Zfp358,140482
Zfp423,94187
Zfp462,242466
Zfp503,218820
Zfp516,329003
Zfp521,225207
Zfp532,328977
Zfp618,72701
Zfp651,270210
Zfp704,170753
Zfp9,22750
Zfpm2,22762
Zfyve9,230597
